year,Base case cost,Modeled biomass for heat (cordwood)
2017,39885.8993493,39899.4218614
2018,43093.1993493,42781.0823597
2019,43126.9389345,42348.0719926
2020,45060.5389345,44064.5789915
2021,46510.7389345,45351.9592407
2022,47477.5389345,46210.2127401
2023,48250.9789345,46896.8155397
2024,48831.0589345,47411.7676394
2025,49604.4989345,48098.3704389
2026,50474.6189345,48870.7985884
2027,51151.3789345,49471.5760381
2028,46349.4093119,44593.6238651
2029,47041.0893119,45198.4666647
2030,47473.3893119,45576.4934144
2031,48337.9893119,46332.5469138
2032,49116.1293119,47012.9950633
2033,49980.7293119,47769.0485628
2034,50845.3293119,48525.1020622
2035,51364.0893119,48978.7341619
2036,46048.9588971,43555.0572466
