year,Base case diesel consumed,Modeled residential energy efficiency
2017,942487.05293,756697.531611
2018,936070.819098,750281.297778
2019,934787.572331,748998.051011
2020,932221.078798,746431.557478
2021,929654.585265,743865.063945
2022,927088.091732,741298.570412
2023,924521.598199,738732.076879
2024,921955.104666,736165.583346
2025,918105.364366,732315.843046
2026,914255.624066,728466.102747
2027,909122.637,723333.115681
2028,903989.649934,718200.128614
2029,900139.909634,714350.388315
2030,896290.169335,710500.648015
2031,898856.662868,713067.141548
2032,891157.182269,705367.660949
2033,886024.195202,700234.673883
2034,880891.208136,695101.686817
2035,878324.714603,692535.193284
2036,875758.22107,689968.69975
