year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,933594.299203,690859.78141
2018,933594.299203,690859.78141
2019,933594.299203,690859.78141
2020,933594.299203,690859.78141
2021,933594.299203,690859.78141
2022,933594.299203,690859.78141
2023,933594.299203,690859.78141
2024,933594.299203,690859.78141
2025,933594.299203,690859.78141
2026,933594.299203,690859.78141
2027,933594.299203,690859.78141
2028,933594.299203,690859.78141
2029,933594.299203,690859.78141
2030,933594.299203,690859.78141
2031,933594.299203,690859.78141
