year,Base case cost,Modeled water and wastewater efficiency
2017,9933.45365986,12760.0424501
2018,10736.4205386,13308.5907816
2019,11851.2223222,14069.8504807
2020,12347.9093018,14408.9148961
2021,12700.2569084,14649.240693
2022,12957.2284301,14824.5083679
2023,13114.4787496,14931.6986157
2024,13251.7902642,15025.08418
2025,13401.6103987,15127.1416191
2026,13570.8756683,15242.1947538
2027,13752.066323,15365.7513433
2028,13887.1034227,15457.6005944
2029,13994.7642308,15530.2913784
2030,14068.423914,15579.9222941
2031,14232.1397365,15691.2112229
