year,Base case cost,Modeled residential energy efficiency
2017,325392.35017,304428.551342
2018,347042.260054,322332.100727
2019,377771.164406,347743.590175
2020,391738.848203,359294.267197
2021,402214.61105,367957.274964
2022,409896.837138,374310.147326
2023,414785.526467,378352.884284
2024,419674.215796,382395.621242
2025,424562.905124,386438.358199
2026,430848.362833,391636.162859
2027,436435.436351,396256.433668
2028,429663.372856,388638.417801
2029,435100.178075,393108.420311
2030,439177.78199,396460.922193
2031,445294.187862,401489.675017
2032,452090.194386,407077.178154
2033,458206.600258,412105.930978
2034,465682.207435,418252.184429
2035,456990.82982,408835.704781
2036,464259.818085,414775.339321
