year,Base case cost,Modeled solar power (pv)
2016,76133.4190153,81237.271931
2017,93474.9200133,98281.783998
2018,106586.786621,111176.190499
2019,125197.177936,129476.401649
2020,133656.446716,137806.963647
2021,140000.8983,144061.366716
2022,144653.496129,148654.440157
2023,147614.240202,151585.469918
2024,150574.984275,154517.139157
2025,153535.728348,157449.439546
2026,157342.399298,161214.282622
2027,160726.10681,164563.948661
2028,163686.850883,167498.260175
2029,167385.192215,171163.929551
2030,169927.752096,173688.080632
2031,173741.591919,177463.800901
2032,177979.191722,181657.39648
2033,181793.031545,185434.738675
2034,186454.391328,190047.234148
2035,188996.95121,192574.474257
