year,annotation,generation_biomass [kWh/year],generation_solar [kWh/year],generation_wind [kWh/year],generation_natural_gas [kWh/year],generation_hydro [kWh/year],generation_diesel [kWh/year]
2003,,0,0,0,0,0,1712700
2004,,0,0,0,0,0,1731800
2005,,0,0,0,0,0,1670400
2006,,0,0,0,0,0,1691700
2007,,0,0,0,0,0,1764475
2008,,0,0,0,0,0,1802615
2009,,0,0,0,0,1594752,1012655
2010,,0,0,0,0,1868080,39100
2011,,0,0,0,0,1954519,141386
2012,,0,0,0,0,1975298,225503
2013,,0,0,0,0,1939012,92287
2014,start of forecast,0,0,0,0,1939011,46989
2015,,0,0,0,0,1939011,42989
2016,,0,0,0,0,1939011,38989
2017,,0,0,0,0,1939011,34989
2018,,0,0,0,0,1939011,32989
2019,,0,0,0,0,1939011,31989
2020,,0,0,0,0,1939011,30989
2021,,0,0,0,0,1939011,28989
2022,,0,0,0,0,1939011,27989
2023,,0,0,0,0,1939011,26989
2024,,0,0,0,0,1939011,25989
2025,,0,0,0,0,1939011,24989
2026,,0,0,0,0,1939011,23989
2027,,0,0,0,0,1939011,22989
2028,,0,0,0,0,1939011,20989
2029,,0,0,0,0,1939011,21989
2030,,0,0,0,0,1939011,22989
2031,,0,0,0,0,1939011,21989
2032,,0,0,0,0,1939011,16989
2033,,0,0,0,0,1939011,11989
2034,,0,0,0,0,1939011,6989
2035,,0,0,0,0,1939011,1989
2036,,0,0,0,0,1935000,0
2037,,0,0,0,0,1930000,0
2038,,0,0,0,0,1924000,0
2039,,0,0,0,0,1917000,0
2040,,0,0,0,0,1909000,0
