year,Base case cost,Modeled residential energy efficiency
2017,1203968.19846,1228628.5822
2018,1262230.52385,1269748.58753
2019,1337983.76054,1322611.7795
2020,1380305.48824,1352161.42005
2021,1405694.73026,1367377.86554
2022,1424313.50775,1377585.78094
2023,1443435.99682,1390057.19504
2024,1455348.7859,1395406.28469
2025,1474664.70335,1408243.83046
2026,1491775.08221,1417706.42959
2027,1505463.38529,1424663.48503
2028,1523353.802,1436737.27899
2029,1531128.95358,1437520.67702
2030,1539684.14301,1440830.21368
2031,1556794.52187,1450681.05658
2032,1589779.61903,1476478.89317
2033,1615103.6833,1494686.2783
2034,1648733.54173,1521268.38478
2035,1669219.24035,1536026.37902
2036,1703438.59481,1563331.02728
