year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,2775.31,0.0,60241.44,162684.2
2018,2616.67,0.0,60241.44,163583.66
2019,2537.35,0.0,60241.44,163583.66
2020,2458.03,0.0,60241.44,164483.13
2021,2299.39,0.0,60241.44,164483.13
2022,2220.07,0.0,60241.44,164483.13
2023,2140.75,0.0,60241.44,165382.6
2024,2061.43,0.0,60241.44,165382.6
2025,1982.11,0.0,60241.44,166282.06
2026,1902.8,0.0,60241.44,166282.06
2027,1823.48,0.0,60241.44,166282.06
2028,1664.84,0.0,60241.44,167181.53
2029,1744.16,0.0,60241.44,166282.06
2030,1823.48,0.0,60241.44,166282.06
2031,1744.16,0.0,60241.44,166282.06
2032,1347.56,0.0,60241.44,168080.99
2033,950.96,0.0,60241.44,168980.46
2034,554.36,0.0,60241.44,170779.39
2035,157.77,0.0,60241.44,171678.85
2036,0.0,0.0,60241.44,173477.78
2037,0.0,0.0,60241.44,174377.25
2038,0.0,0.0,60241.44,176176.18
2039,0.0,0.0,60241.44,177975.11
2040,0.0,0.0,60241.44,180673.51
