year,Base case cost,Modeled diesel efficiency
2019,7637.42665946,141266.865781
2020,7914.86163376,138370.866484
2021,7748.95303008,135145.613817
2022,7725.85440245,132122.24528
2023,7599.67534311,129075.535295
2024,7462.39155568,126087.448881
2025,7314.00304015,123156.375471
2026,7211.59365129,120332.636619
2027,7056.85085171,117525.32128
2028,6542.80822914,114453.869135
2029,7011.50786733,112336.853572
2030,7421.54598617,110226.113427
2031,7273.13129521,107665.895975
2032,5754.07587969,103916.48435
2033,4155.7009778,100150.474707
2034,2478.00658953,96366.5660116
2035,716.259721136,92559.1849897
2036,0.0,89753.9450998
2037,0.0,87650.3370142
2038,0.0,85596.0322353
