year,Base case cost,Modeled diesel efficiency
2019,136593.97013,306782.857168
2020,145981.871857,315317.313283
2021,152755.113389,321474.805585
2022,157164.95711,325483.754423
2023,160624.514995,328628.807045
2024,162851.322138,330653.177175
2025,166279.677504,333769.863872
2026,170158.542222,337296.104524
2027,173096.974529,339967.406621
2028,176023.911171,342628.258114
2029,179081.120791,345407.539587
2030,181059.413834,347205.987808
2031,185323.09839,351082.064677
2032,189112.461147,354526.93991
2033,192996.788768,358058.146839
2034,197203.81612,361882.717159
2035,199575.96131,364039.212786
2036,203384.745992,367501.744315
2037,206181.124728,370043.906803
2038,210319.999211,373806.519969
