year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,28865.2,2396904.49,1440449.17,13524.9,3450758.73,1922820.71
2018,31617.95,2684031.64,1473028.67,13373.03,3456298.52,1870015.15
2019,36442.3,3078831.48,1681026.86,13643.42,3463915.73,1914901.13
2020,38807.15,3267258.68,1789960.11,13790.06,3467551.22,1940983.26
2021,40433.61,3392876.81,1870946.89,13902.65,3469974.88,1962600.83
2022,42223.35,3500549.49,1996485.63,14131.62,3472052.3,2012041.2
2023,43685.89,3563358.55,2132975.97,14401.45,3473264.12,2074995.61
2024,45731.17,3626167.62,2356717.42,14856.78,3474475.95,2184072.4
2025,47784.96,3688976.69,2578489.99,15302.47,3475687.78,2289459.82
2026,50094.99,3769731.2,2813650.29,15752.48,3477245.85,2394817.53
2027,51778.61,3841512.99,2969187.44,16023.95,3478630.79,2457919.49
2028,53202.61,3904322.05,3097514.15,16240.3,3479842.62,2507853.59
2029,61106.77,3985076.56,4154015.44,18362.37,3481400.69,3024313.51
2030,68496.9,4029940.18,5180162.6,20415.98,3482266.28,3526438.15
2031,75644.15,4119667.42,6102762.71,22149.06,3483997.47,3945574.79
2032,,,6056807.56,,,3882745.34
2033,,,5733336.33,,,3684041.37
2034,,,5488273.46,,,3528951.49
2035,,,5522053.06,,,3519816.18
2036,,,6056071.12,,,3728521.45
