year,Base case cost,Modeled water and wastewater efficiency
2017,42390.1031793,147452.544507
2018,44990.9716121,149127.921502
2019,50085.7228859,152466.549668
2020,52597.2080519,154113.678084
2021,54336.258396,155255.319826
2022,56354.9707924,156590.380755
2023,58087.3430676,157743.405389
2024,60587.9512549,159414.333501
2025,63087.4314713,161083.564529
2026,65847.4707841,162922.591536
2027,67802.563162,164220.5485
2028,69442.9035117,165308.404276
2029,79469.1333005,172037.660497
2030,88912.8823445,178381.458674
2031,97793.2174024,184326.985038
