year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,53571.57,9776.18,42799.39,32584.41
2018,53571.57,9774.7,42799.39,32584.41
2019,53571.57,9772.97,42799.39,32584.41
2020,53571.57,9771.25,42799.39,32584.41
2021,53571.57,9769.54,42799.39,32584.41
2022,53571.57,9768.35,42799.39,32584.41
2023,53571.57,9767.38,42799.39,32584.41
2024,53571.57,9766.23,42799.39,33406.59
2025,53490.64,9764.73,42799.39,33406.59
2026,53490.64,9762.19,42799.39,33406.59
2027,53490.64,9759.61,42799.39,33406.59
2028,53490.64,9756.72,42799.39,33406.59
2029,53490.64,9753.8,42799.39,33406.59
2030,53490.64,9749.9,42799.39,34228.77
2031,53490.64,9746.29,42799.39,34228.77
2032,53490.64,,,34228.77
2033,53490.64,,,34228.77
2034,53409.72,,,34228.77
2035,53409.72,,,35050.95
2036,53409.72,,,35050.95
