year,Base case diesel consumed,Modeled non-residential ashp
2017,42799.3901459,31936.9233263
2018,42799.3901459,31936.9233263
2019,42799.3901459,31936.9233263
2020,42799.3901459,31936.9233263
2021,42799.3901459,31936.9233263
2022,42799.3901459,31936.9233263
2023,42799.3901459,31936.9233263
2024,42799.3901459,31936.9233263
2025,42799.3901459,31936.9233263
2026,42799.3901459,31936.9233263
2027,42799.3901459,31936.9233263
2028,42799.3901459,31936.9233263
2029,42799.3901459,31936.9233263
2030,42799.3901459,31936.9233263
2031,42799.3901459,31936.9233263
