year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,42799.3901459,31671.5487079
2018,42799.3901459,31671.5487079
2019,42799.3901459,31671.5487079
2020,42799.3901459,31671.5487079
2021,42799.3901459,31671.5487079
2022,42799.3901459,31671.5487079
2023,42799.3901459,31671.5487079
2024,42799.3901459,31671.5487079
2025,42799.3901459,31671.5487079
2026,42799.3901459,31671.5487079
2027,42799.3901459,31671.5487079
2028,42799.3901459,31671.5487079
2029,42799.3901459,31671.5487079
2030,42799.3901459,31671.5487079
2031,42799.3901459,31671.5487079
