year,Base case cost,Modeled non-residential energy efficiency
2017,443372.519354,425739.613837
2018,466631.168413,445978.84306
2019,496535.145776,472268.717705
2020,510490.335212,484105.649462
2021,520458.327666,492343.762041
2022,527103.655969,497585.633997
2023,532419.918611,501639.919954
2024,536407.115593,504506.1868
2025,541058.845405,507993.1097
2026,547039.640877,512703.308311
2027,551691.370689,516224.248441
2028,555678.567671,519158.568884
2029,560994.830313,523314.983078
2030,564317.494464,525677.951826
2031,569633.757107,529865.304511
