year,Base case cost,Modeled residential energy efficiency
2017,522856.85761,512720.980184
2018,546147.19882,529869.984499
2019,586641.007755,562744.984567
2020,602114.959009,573677.456698
2021,613037.74813,580941.638697
2022,629995.686765,594954.191124
2023,635543.78176,597931.759247
2024,640167.194256,600189.895702
2025,645715.289252,603239.645474
2026,662210.947708,617103.053668
2027,667845.743138,620308.341661
2028,672541.405997,622776.442772
2029,689398.316266,637100.762372
2030,693212.646843,638920.373435
2031,699887.725353,643125.468876
2032,706562.803863,647360.771954
2033,724850.149169,663069.109404
2034,732594.410903,668263.171518
2035,747298.626792,681120.249041
2036,755158.489106,686485.518461
