year,Base case cost,Modeled non-residential energy efficiency
2017,557173.774226,579135.035923
2018,583871.57176,601620.068289
2019,619810.914594,632640.069586
2020,637267.166828,646732.019953
2021,649589.227228,656154.262963
2022,657803.934161,661848.766576
2023,663964.964362,665700.557168
2024,669099.156195,668651.652066
2025,675260.186395,672587.125836
2026,682448.054962,677506.009439
2027,688609.085162,681521.289708
2028,693743.276996,684632.042495
2029,700931.145563,689666.465594
2030,705038.499029,691908.510542
2031,712226.367596,697015.517228
