year,Base case diesel consumed,Modeled diesel efficiency
2019,57114.8150992,51922.5591811
2020,57223.8044282,52021.6403893
2021,57266.9946724,52060.9042476
2022,57201.8713999,52001.7012727
2023,57230.8901668,52028.0819699
2024,57233.2520797,52030.2291634
2025,57222.0045488,52020.0041353
2026,57228.7155985,52026.1050895
2027,57227.9907423,52025.4461294
2028,57226.2369632,52023.8517847
2029,57227.647768,52025.1343345
2030,57227.2918245,52024.8107496
2031,57227.0588519,52024.5989563
2032,57150.6530993,51955.1391812
2033,57150.5481149,51955.0437408
2034,57150.5267835,51955.0243487
2035,57150.5759992,51955.0690902
2036,57150.5502992,51955.0457266
2037,57150.5510273,51955.0463885
2038,57150.5591086,51955.0537351
