year,Base case cost,Modeled diesel efficiency
2019,158779.185976,336739.549522
2020,168810.223063,341349.420202
2021,175809.673644,343308.988786
2022,180185.89491,342987.01208
2023,183711.157436,341992.226208
2024,186580.40178,340499.48758
2025,189977.055102,339582.332196
2026,194005.345879,339333.260388
2027,197436.568061,338633.066622
2028,200291.829371,337498.791263
2029,204302.702532,337502.493267
2030,206590.523487,336025.156362
2031,210595.576575,336192.310822
2032,214314.949122,336181.172979
2033,218886.59928,337024.341976
2034,223458.559724,337945.438624
2035,225744.775197,336864.411009
2036,230316.717706,337935.365621
2037,233174.248192,337520.076909
2038,237746.325892,338734.085699
