year,Base case cost,Modeled solar power (pv)
2016,103921.760215,
2017,123894.487119,
2018,139633.54571,
2019,158779.185976,
2020,168810.223063,
2021,175809.673644,
2022,180185.89491,
2023,183711.157436,
2024,186580.40178,
2025,189977.055102,
2026,194005.345879,
2027,197436.568061,
2028,200291.829371,
2029,204302.702532,
2030,206590.523487,
2031,210595.576575,
2032,214314.949122,
2033,218886.59928,
2034,223458.559724,
2035,225744.775197,
