year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,11937.56,307882.32,317348.92,7876.04,249291.45,205507.94
2018,12721.34,326199.63,333730.65,8188.17,257671.94,212416.55
2019,13735.9,350857.54,361887.19,8579.72,268953.38,224753.82
2020,14277.9,362834.24,372782.09,8799.58,274432.93,229332.87
2021,14674.73,371288.38,380472.61,8962.79,278300.85,232565.14
2022,14931.43,376924.47,392103.81,9066.44,280879.46,237891.87
2023,15132.78,381151.54,396013.93,9149.36,282813.42,239529.85
2024,15301.93,384674.1,399272.37,9219.16,284425.06,240894.83
2025,15507.03,388901.17,403182.49,9304.01,286359.02,242532.8
2026,15808.51,393832.75,414507.93,9439.92,288615.3,247703.02
2027,16065.58,398059.82,418482.91,9555.16,290549.26,249362.84
2028,16265.8,401582.38,421795.39,9642.57,292160.9,250746.01
2029,16524.96,406513.96,433391.08,9752.1,294417.18,256007.23
2030,16702.11,409332.01,436084.31,9831.65,295706.49,257128.34
2031,16958.47,414263.59,440797.46,9938.98,297962.78,259090.27
2032,,,445510.61,,,261052.19
2033,,,458136.34,,,266713.81
2034,,,463609.28,,,268985.13
2035,,,473714.75,,,273583.88
2036,,,479274.16,,,275884.33
