year,Base case diesel consumed,Modeled water and wastewater efficiency
2017,4700.78061078,3055.507397
2018,4745.85723895,3084.80720531
2019,4791.32316776,3114.36005904
2020,4848.34885832,3151.42675791
2021,4906.43141789,3189.18042163
2022,4947.94813841,3216.16628996
2023,4986.50261,3241.2266965
2024,5035.55586201,3273.11131031
2025,5124.09434314,3330.66132304
2026,5169.68501266,3360.29525823
2027,5213.48818907,3388.7673229
2028,5249.84530526,3412.39944842
2029,5296.60387671,3442.79251986
2030,5344.09581381,3473.66227898
2031,5391.40954991,3504.41620744
