year,Base case cost,Modeled diesel efficiency
2019,72415.1107744,232049.053344
2020,76688.0520934,235933.545452
2021,79611.6435222,238591.355841
2022,81860.5600058,240635.825372
2023,83434.8015444,242066.954044
2024,84784.1514346,243293.635762
2025,86358.3929732,244724.764433
2026,88157.5261601,246360.340058
2027,89731.7676987,247791.468729
2028,90856.2259405,248813.703495
2029,92655.3591275,250449.279119
2030,93779.8173693,251471.513884
2031,95578.9505563,253107.089509
2032,97602.9753916,254947.112086
2033,99402.1085785,256582.687711
2034,101426.133414,258422.710288
2035,102775.483304,259649.392007
2036,104799.508139,261489.414584
2037,106148.85803,262716.096303
2038,108172.882865,264556.11888
