year,Base case cost,Modeled non-residential energy efficiency
2017,184051.433752,209707.583384
2018,202128.858892,226477.811882
2019,227738.544507,250235.635588
2020,239790.161266,261415.78792
2021,248326.723138,269335.062488
2022,254854.682216,275390.978335
2023,259374.038501,279583.535459
2024,262889.093389,282844.413223
2025,267408.449674,287036.970347
2026,272932.107356,292161.206833
2027,277451.463641,296353.763957
2028,281468.669227,300080.481401
2029,286490.17621,304738.878206
2030,289503.0804,307533.916289
2031,295026.738082,312658.152775
