year,Base case diesel consumed,Modeled residential ashp
2017,8374.17653188,-35273.6066738
2018,8374.17653188,-35273.6066738
2019,8105.49302994,-35542.2901757
2020,8105.49302994,-35542.2901757
2021,8105.49302994,-35542.2901757
2022,8105.49302994,-35542.2901757
2023,7836.80952799,-35810.9736777
2024,7836.80952799,-35810.9736777
2025,7568.12602604,-36079.6571796
2026,7568.12602604,-36079.6571796
2027,7568.12602604,-36079.6571796
2028,7299.4425241,-36348.3406816
2029,7299.4425241,-36348.3406816
2030,7030.75902215,-36617.0241835
2031,7030.75902215,-36617.0241835
