year,Base case diesel consumed,Modeled non-residential ashp
2017,4686.35409882,-5501.37221315
2018,4686.35409882,-5501.37221315
2019,4686.35409882,-5501.37221315
2020,4686.35409882,-5501.37221315
2021,4686.35409882,-5501.37221315
2022,4686.35409882,-5501.37221315
2023,4686.35409882,-5501.37221315
2024,4686.35409882,-5501.37221315
2025,4686.35409882,-5501.37221315
2026,4686.35409882,-5501.37221315
2027,4686.35409882,-5501.37221315
2028,4686.35409882,-5501.37221315
2029,4686.35409882,-5501.37221315
2030,4686.35409882,-5501.37221315
2031,4686.35409882,-5501.37221315
