year,Base case cost,Modeled non-residential energy efficiency
2017,296577.111754,269364.827634
2018,311973.681904,282569.25049
2019,333072.685443,300889.839224
2020,343907.308881,310038.615561
2021,350750.228948,315628.282809
2022,356452.662337,320209.909312
2023,359874.12237,322762.654571
2024,363295.582403,325327.327075
2025,366717.042437,327903.647308
2026,371278.989148,331511.889692
2027,375270.69252,334620.966508
2028,378692.152553,337230.617392
2029,382683.855925,340361.135553
2030,385535.07262,342481.451551
2031,390097.019331,346142.691459
