year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,36639.6303633,26992.9464689
2018,36639.6303633,26992.9464689
2019,36639.6303633,26992.9464689
2020,36639.6303633,26992.9464689
2021,36639.6303633,26992.9464689
2022,36639.6303633,26992.9464689
2023,36639.6303633,26992.9464689
2024,36639.6303633,26992.9464689
2025,36639.6303633,26992.9464689
2026,36639.6303633,26992.9464689
2027,36639.6303633,26992.9464689
2028,36639.6303633,26992.9464689
2029,36639.6303633,26992.9464689
2030,36639.6303633,26992.9464689
2031,36639.6303633,26992.9464689
