year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,72391.26,175509.4,473505.77,9210.39,212564.08,278024.67
2018,77461.83,186867.69,512843.35,9890.18,223234.35,297595.95
2019,84262.19,202256.33,556823.17,10764.35,237690.86,319857.38
2020,87685.65,209217.86,580798.55,11348.77,244230.7,331729.53
2021,90266.45,214347.41,607641.04,11809.0,249049.54,344539.12
2022,92208.96,218011.37,624114.31,12190.59,252491.56,352476.34
2023,93708.8,220576.15,637946.34,12533.29,254900.98,359045.63
2024,95064.28,222774.53,650966.43,12864.31,256966.19,365186.37
2025,96608.72,225339.3,672471.22,13229.37,259375.61,375134.58
2026,98507.3,228636.87,688813.58,13650.05,262473.43,382915.95
2027,100230.47,231201.64,710891.3,14109.59,264882.85,393093.6
2028,101703.32,233400.02,724614.05,14500.18,266948.06,399515.71
2029,103681.58,236331.19,748249.62,15027.31,269701.68,410420.6
2030,104861.59,237796.77,760197.12,15392.95,271078.49,415924.99
2031,106868.39,241094.34,785433.78,15865.48,274176.32,427574.45
