year,Base case diesel consumed,Modeled non-residential ashp
2017,5056.26899014,-5935.62010787
2018,5056.26899014,-5935.62010787
2019,5056.26899014,-5935.62010787
2020,5056.26899014,-5935.62010787
2021,5056.26899014,-5935.62010787
2022,5056.26899014,-5935.62010787
2023,5056.26899014,-5935.62010787
2024,5056.26899014,-5935.62010787
2025,5056.26899014,-5935.62010787
2026,5056.26899014,-5935.62010787
2027,5056.26899014,-5935.62010787
2028,5056.26899014,-5935.62010787
2029,5056.26899014,-5935.62010787
2030,5056.26899014,-5935.62010787
2031,5056.26899014,-5935.62010787
