year,Base case cost,Modeled diesel efficiency
2019,297490.992261,467434.706272
2020,319921.863132,483209.492636
2021,337249.66624,494453.335341
2022,350820.940788,502387.824873
2023,361782.011756,508052.598349
2024,371946.170061,513093.682952
2025,383599.327687,519586.818778
2026,397394.974612,528123.781146
2027,411005.996302,536586.758629
2028,423026.948992,543695.875161
2029,438915.313499,554410.329221
2030,448827.466785,559779.274262
2031,464567.501816,570531.655588
2032,480137.162246,581212.512017
2033,496388.321081,592594.319687
2034,513794.56196,605105.701445
2035,526771.345042,613667.939341
2036,543767.531796,625959.997165
2037,557581.749359,635433.395187
2038,574101.46477,647438.641056
