year,Base case cost,Modeled non-residential energy efficiency
2017,2107666.41753,1857641.63859
2018,2150247.91281,1894602.56115
2019,2208600.33226,1947136.5308
2020,2236987.99578,1970404.21811
2021,2255913.10479,1984502.26809
2022,2271684.02896,1995612.54741
2023,2281146.58347,2000640.4225
2024,2290609.13798,2005767.87609
2025,2300071.69248,2010992.57436
2026,2312688.43182,2019404.42445
2027,2323728.07875,2026362.92108
2028,2331613.54083,2030319.79756
2029,2344230.28017,2039003.39699
2030,2350538.64985,2041588.99442
2031,2364732.4816,2051989.40393
