year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,793525.0,755535.193336
2018,806368.0,768378.193336
2019,817789.0,779799.193336
2020,829204.0,791214.193336
2021,839192.0,801202.193336
2022,852037.0,814047.193336
2023,863455.0,825465.193336
2024,877727.0,839737.193336
2025,891993.0,854003.193336
2026,906268.0,868278.193336
2027,921961.0,883971.193336
2028,936235.0,898245.193336
2029,954789.0,916799.193336
2030,974768.0,936778.193336
2031,996173.0,958183.193336
2032,1019006.0,981016.193336
2033,1038988.0,1000998.19334
2034,1061818.0,1023828.19334
2035,1086083.0,1048093.19334
2036,1113197.0,1075207.19334
