year,Base case cost,Modeled residential energy efficiency
2017,2645924.00759,2633758.06399
2018,2873198.32677,2805507.98355
2019,3167445.16655,3027802.70441
2020,3341754.37788,3162080.6912
2021,3471938.24111,3262472.48584
2022,3604918.55821,3369224.81693
2023,3704769.13964,3449740.90586
2024,3820647.68775,3546503.63652
2025,3938246.15922,3645199.84048
2026,4072630.65177,3757555.82524
2027,4209259.00023,3874026.71546
2028,4324699.18333,3972843.10932
2029,4488944.69991,4115656.88143
2030,4631215.33134,4243355.00909
2031,4825199.25485,4414614.691
2032,5022516.31907,4591055.78997
2033,5207044.6056,4754884.7556
2034,5420565.99893,4946211.93972
2035,5618685.26543,5127307.6358
2036,5865622.19106,5352383.3262
