year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,145786.450892,107881.97366
2018,145786.450892,107881.97366
2019,145786.450892,107881.97366
2020,145786.450892,107881.97366
2021,145786.450892,107881.97366
2022,145786.450892,107881.97366
2023,145786.450892,107881.97366
2024,145786.450892,107881.97366
2025,145786.450892,107881.97366
2026,145786.450892,107881.97366
2027,145786.450892,107881.97366
2028,145786.450892,107881.97366
2029,145786.450892,107881.97366
2030,145786.450892,107881.97366
2031,145786.450892,107881.97366
