year,Utility Diesel(gallons),Water/Wastewater Heating Oil(gallons),Non-residential Heating Oil(gallons),Residential Heating Oil(gallons)
2017,259403.3,8113.81,145786.45,633963.53
2018,261617.37,8164.7,145786.45,646756.12
2019,262040.24,8214.57,145786.45,658127.32
2020,263088.47,8258.2,145786.45,669498.51
2021,264070.65,8297.43,145786.45,679448.31
2022,265109.99,8348.62,145786.45,692240.9
2023,266182.48,8395.79,145786.45,703612.1
2024,267460.03,8454.05,145786.45,717826.09
2025,268540.59,8506.34,145786.45,732040.09
2026,269881.09,8567.46,145786.45,746254.08
2027,271138.58,8625.4,145786.45,761889.47
2028,272463.24,8684.89,145786.45,776103.47
2029,274090.87,8760.31,145786.45,794581.66
2030,275863.44,8839.6,145786.45,814481.25
2031,277635.36,8923.93,145786.45,835802.24
2032,279630.23,9014.34,145786.45,858544.63
2033,281402.83,9096.82,145786.45,878444.23
2034,283323.15,9184.46,145786.45,901186.62
2035,285539.15,9285.67,145786.45,925350.41
2036,287902.73,9392.95,145786.45,952357.0
2037,290487.92,9511.13,145786.45,982206.38
2038,293220.87,9637.43,145786.45,1013477.17
2039,296101.51,9770.7,145786.45,1047590.76
2040,298982.17,9902.72,145786.45,1080282.94
