year,annotation,consumption kWh,residential kWh,non-residential kWh
2003,,10469863.0,2886549.0,7583314.0
2004,,10584313.0,2885072.0,7699241.0
2005,,10983418.0,2986457.0,7996961.0
2006,,11700530.0,3024422.0,8676108.0
2007,,12407817.0,3038746.0,9369071.0
2008,,12581495.0,3050464.0,9531031.0
2009,,12487453.0,3089775.0,9397678.0
2010,,11791111.0,3043953.0,8747158.0
2011,,12167420.0,3047342.0,9120078.0
2012,,12002369.0,3015322.0,8987047.0
2013,,11986586.0,3150223.0,8836363.0
2014,start of forecast,12101569.0,3120406.0,8981163.0
2015,,12118515.0,3137352.0,8981163.0
2016,,12133891.0,3152729.0,8981163.0
2017,,12146708.0,3165545.0,8981163.0
2018,,12160459.0,3179296.0,8981163.0
2019,,12173937.0,3192774.0,8981163.0
2020,,12185727.0,3204565.0,8981163.0
2021,,12196331.0,3215168.0,8981163.0
2022,,12210165.0,3229002.0,8981163.0
2023,,12222912.0,3241749.0,8981163.0
2024,,12238656.0,3257494.0,8981163.0
2025,,12252787.0,3271624.0,8981163.0
2026,,12269306.0,3288143.0,8981163.0
2027,,12284963.0,3303801.0,8981163.0
2028,,12301040.0,3319878.0,8981163.0
2029,,12321422.0,3340259.0,8981163.0
2030,,12342851.0,3361688.0,8981163.0
2031,,12365639.0,3384476.0,8981163.0
2032,,12390074.0,3408912.0,8981163.0
2033,,12412363.0,3431201.0,8981163.0
2034,,12436049.0,3454886.0,8981163.0
2035,,12463399.0,3482237.0,8981163.0
2036,,12492393.0,3511230.0,8981163.0
2037,,12524328.0,3543166.0,8981163.0
2038,,12558463.0,3577300.0,8981163.0
2039,,12594478.0,3613315.0,8981163.0
2040,,12630155.0,3648992.0,8981163.0
