year,Base case cost,Modeled water and wastewater efficiency
2017,33619.5986233,37653.3755272
2018,35622.2195404,38759.5551806
2019,38317.4681849,40366.7025974
2020,39379.1803566,40838.2566419
2021,40134.0799496,41092.6126172
2022,40627.1933297,41177.1744483
2023,40949.7664085,41141.2539521
2024,41064.2658346,40975.9574932
2025,41318.7527833,40905.1639155
2026,41688.4439713,40927.0751619
2027,41980.683905,40901.7432028
2028,42128.023969,40780.611949
2029,42463.7139898,40803.2853704
2030,42535.1906115,40641.4795594
2031,42891.2811108,40687.2208753
