year,Base case diesel consumed,Modeled solar power (pv)
2016,126642.368131,124440.330584
2017,127254.536678,125070.115432
2018,127790.184156,125623.23828
2019,128402.352703,126252.742394
2020,129244.084455,127111.671028
2021,129856.253002,127740.898883
2022,130621.463686,128523.032399
2023,131233.632232,129151.988396
2024,132075.363984,130010.373299
2025,132611.011463,130562.540703
2026,133299.701078,131267.618084
2027,133988.390693,131972.564363
2028,134677.080308,132677.380589
2029,135365.769924,133382.067802
2030,136054.459539,134086.627034
2031,136666.628086,134714.538241
2032,137431.838769,135495.365644
2033,138044.007316,136123.025975
2034,138732.696931,136827.083441
2035,139497.907615,137607.539033
