year,Base case cost,Modeled residential energy efficiency
2017,676551.416244,721494.163297
2018,729152.89625,767801.203339
2019,797034.581911,828250.340815
2020,842091.336298,868578.725048
2021,874236.526088,896656.279358
2022,902530.018498,921301.226054
2023,926775.058935,942315.434014
2024,955312.374041,967918.167618
2025,978652.450122,988258.247544
2026,1005398.35328,1011817.34023
2027,1030900.43694,1034304.89985
2028,1053477.6492,1054158.76933
2029,1088577.50274,1086224.67939
2030,1110042.06524,1105184.35484
2031,1138449.45162,1130653.83098
