year,Base case cost,Modeled diesel efficiency
2019,468668.587367,652114.677888
2020,495004.843463,670758.62752
2021,514230.761888,683062.807975
2022,530323.142563,692639.581672
2023,541994.90112,698316.030023
2024,552075.021454,702661.180546
2025,562270.688602,707224.30948
2026,575854.708657,714978.048313
2027,588209.035143,721721.587837
2028,597966.23657,726209.284021
2029,611853.280055,734554.096925
2030,620408.335497,738151.954895
2031,634133.154318,746547.554167
2032,648678.278991,755784.546366
2033,662611.235118,764558.439895
2034,678402.887994,775113.286729
2035,689119.663618,781143.699275
2036,703352.582332,790457.60823
2037,715257.730147,797740.325183
2038,730864.967249,808471.550102
