year,Utility Diesel (gallons),Water/Wastewater Heating Oil (gallons),Non-residential Heating Oil (gallons),Residential Heating Oil (gallons)
2017,246025.48,5190.25,60078.46,28703.67
2018,246783.88,5194.15,60078.46,29672.66
2019,247542.28,5198.17,60078.46,30641.65
2020,248376.52,5202.26,60078.46,31610.64
2021,249210.76,5206.42,60078.46,32579.63
2022,250045.0,5210.64,60078.46,33548.62
2023,250879.25,5214.94,60078.46,33548.62
2024,251713.49,5219.28,60078.46,34517.61
2025,252547.73,5223.64,60078.46,35486.6
2026,253457.81,5227.99,60078.46,36455.58
2027,254292.05,5232.34,60078.46,37424.57
2028,255126.3,5236.7,60078.46,38393.56
2029,256036.38,5241.15,60078.46,39362.55
2030,256870.62,5245.62,60078.46,40331.54
2031,257780.7,5250.12,60078.46,41300.53
2032,258690.78,,,42269.52
2033,259600.86,,,43238.51
2034,260510.95,,,44207.5
2035,261421.03,,,45176.49
2036,262406.95,,,46145.48
