year,Base case diesel consumed,Modeled residential energy efficiency
2017,28703.6710739,20427.9138566
2018,29672.6602299,21396.9030126
2019,30641.6493859,22365.8921685
2020,31610.6385419,23334.8813245
2021,32579.6276978,24303.8704805
2022,33548.6168538,25272.8596365
2023,33548.6168538,25272.8596365
2024,34517.6060098,26241.8487925
2025,35486.5951658,27210.8379484
2026,36455.5843218,28179.8271044
2027,37424.5734777,29148.8162604
2028,38393.5626337,30117.8054164
2029,39362.5517897,31086.7945724
2030,40331.5409457,32055.7837283
2031,41300.5301017,33024.7728843
2032,42269.5192576,33993.7620403
2033,43238.5084136,34962.7511963
2034,44207.4975696,35931.7403522
2035,45176.4867256,36900.7295082
2036,46145.4758816,37869.7186642
