year,Base case cost,Modeled water and wastewater efficiency
2017,40427.9356004,26569.7518208
2018,44194.0487091,28537.0399857
2019,49439.4184693,31276.5830882
2020,51865.0060157,32543.53749
2021,53616.061848,33458.1902525
2022,54917.6035539,34138.0724919
2023,55768.2675674,34582.5063637
2024,56621.2490919,35028.1110311
2025,57476.1992588,35474.7019382
2026,58560.7183576,36041.0813421
2027,59533.3162018,36548.9875412
2028,60393.8339674,36998.3475061
2029,61371.6512654,37508.8877495
2030,62008.4018149,37841.3841054
2031,63219.9005344,38473.7831059
