year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,60078.458356,44349.8991834
2018,60078.458356,44349.8991834
2019,60078.458356,44349.8991834
2020,60078.458356,44349.8991834
2021,60078.458356,44349.8991834
2022,60078.458356,44349.8991834
2023,60078.458356,44349.8991834
2024,60078.458356,44349.8991834
2025,60078.458356,44349.8991834
2026,60078.458356,44349.8991834
2027,60078.458356,44349.8991834
2028,60078.458356,44349.8991834
2029,60078.458356,44349.8991834
2030,60078.458356,44349.8991834
2031,60078.458356,44349.8991834
