year,Water/Wastewater Heating Fuel,Non-residential Heating Fuel,Residential Heating Fuel,Water/Wastewater Electricity,Non-residential Electricity,Residential Electricity
2017,25900.12,299800.64,179261.45,14527.81,78110.32,39010.45
2018,27633.69,319626.54,195105.0,16560.36,88934.48,45650.12
2019,30046.22,347262.63,215571.5,19393.2,104022.71,54838.03
2020,31162.35,359879.1,229026.81,20702.65,110910.82,60007.92
2021,31968.21,368890.87,240934.32,21647.85,115830.89,64276.83
2022,32567.32,375499.5,251790.57,22350.28,119438.95,67935.99
2023,32959.21,379704.99,254138.98,22809.06,121734.98,69241.95
2024,33352.0,383910.49,263895.54,23269.25,124031.02,72268.6
2025,33745.51,388115.98,273787.76,23730.69,126327.05,75358.96
2026,34244.15,393523.04,284544.75,24316.57,129279.1,78913.45
2027,34691.22,398329.32,295101.92,24842.1,131903.14,82345.09
2028,35086.71,402534.81,305430.18,25307.13,134199.17,85640.21
2029,35535.79,407341.08,316287.73,25835.86,136823.21,89212.91
2030,35828.38,410345.01,326090.37,26180.02,138463.23,92203.15
2031,36384.15,416352.85,338054.94,26835.75,141743.28,96353.75
2032,,,349790.61,,,100367.84
2033,,,362133.08,,,104695.9
2034,,,374669.35,,,109114.98
2035,,,385592.36,,,112660.37
2036,,,398477.47,,,117243.26
