year,Base case cost,Modeled water and wastewater efficiency
2017,97085.8501193,77453.1242507
2018,103252.455604,81762.5882349
2019,111487.582176,87517.7733913
2020,115422.55467,90267.8183203
2021,118042.737932,92098.9545604
2022,120114.197191,93546.7698504
2023,121629.248505,94605.7989489
2024,122775.557078,95407.1995773
2025,124101.512764,96334.0549116
2026,125783.901887,97509.782951
2027,127267.271095,98546.2744459
2028,128383.414982,99326.2160586
2029,129888.671672,100378.279528
2030,131001.843633,101156.106329
2031,132669.512162,102321.359243
