year,population
2003,129.0
2004,131.0
2005,138.0
2006,143.0
2007,127.0
2008,118.0
2009,133.0
2010,151.0
2011,151.0
2012,152.0
2013,154.0
2014,155.0
2015,156.0
2016,156.0
2017,157.0
2018,156.0
2019,157.0
2020,157.0
2021,157.0
2022,158.0
2023,158.0
2024,159.0
2025,160.0
2026,160.0
2027,159.0
2028,159.0
2029,159.0
2030,159.0
2031,158.0
2032,159.0
2033,158.0
2034,158.0
2035,158.0
2036,158.0
2037,158.0
2038,157.0
2039,157.0
2040,156.0
