year,Base case cost,Modeled biomass for heat (cordwood)
2017,382703.988831,432829.070608
2018,405814.548831,449917.336623
2019,436628.628831,472701.69131
2020,451335.348831,483576.042411
2021,461139.828831,490825.609811
2022,468843.348831,496521.698483
2023,474445.908831,500664.308426
2024,478647.828831,503771.265884
2025,483550.068831,507396.049584
2026,489852.948831,512056.48577
2027,495455.508831,516199.095713
2028,499657.428831,519306.05317
2029,505259.988831,523448.663113
2030,509461.908831,526555.620571
2031,515764.788831,531216.056757
2032,,
2033,,
2034,,
2035,,
2036,,
