year,Base case cost,Modeled non-residential energy efficiency
2017,632186.684858,640469.160059
2018,671278.633499,675405.969244
2019,723667.586781,722185.484259
2020,748362.675625,744283.610943
2021,764959.245735,759114.246784
2022,777856.717736,770661.298461
2023,787055.091627,778924.765974
2024,794053.755205,785196.280148
2025,802551.80658,792759.425145
2026,812850.035628,802018.869328
2027,822048.409519,810282.336842
2028,829047.073097,816553.851015
2029,838644.979628,825112.972682
2030,845244.110567,831088.832702
2031,855542.339614,840348.276886
