year,Base case diesel consumed,Modeled biomass for heat (cordwood)
2017,128362.0,94912.7025243
2018,128362.0,94912.7025243
2019,128362.0,94912.7025243
2020,128362.0,94912.7025243
2021,128362.0,94912.7025243
2022,128362.0,94912.7025243
2023,128362.0,94912.7025243
2024,128362.0,94912.7025243
2025,128362.0,94912.7025243
2026,128362.0,94912.7025243
2027,128362.0,94912.7025243
2028,128362.0,94912.7025243
2029,128362.0,94912.7025243
2030,128362.0,94912.7025243
2031,128362.0,94912.7025243
2032,,
2033,,
2034,,
2035,,
2036,,
