year,Base case cost,Modeled residential energy efficiency
2017,304181.170967,304027.912285
2018,328925.484038,326347.565952
2019,360245.218427,354460.492742
2020,379645.650063,372374.842808
2021,396523.395606,388157.580879
2022,420045.789953,410897.82703
2023,433285.449518,423589.982859
2024,446051.691507,435886.935931
2025,468646.560814,457934.301502
2026,483202.461628,471864.48376
2027,497259.011831,485373.530226
2028,520054.722502,507699.951981
2029,535297.848774,522317.359696
2030,557918.371785,544546.80861
2031,573641.259225,559643.977494
2032,590369.191481,575667.976375
2033,616290.112337,600963.178675
2034,644324.85497,628215.773114
2035,658536.724058,642036.568104
2036,687349.457774,670067.153626
