year,Base case cost,Modeled water and wastewater efficiency
2017,85344.6299839,61029.699881
2018,92241.7627656,65685.0974375
2019,101136.861305,71694.0581612
2020,106244.694675,75119.9789673
2021,110549.876615,77996.5696451
2022,114211.127059,80432.5488463
2023,117393.661454,82540.8415991
2024,120460.378141,84568.3391287
2025,123792.073785,86773.5367728
2026,127392.746906,89159.0186153
2027,130866.245889,91456.3170969
2028,134210.192568,93663.8993896
2029,138082.678201,96225.9690867
2030,141401.172079,98411.4975299
2031,145449.886881,101088.047502
