year,Base case cost,Modeled non-residential energy efficiency
2017,567602.138473,574258.72667
2018,607409.11347,611520.477916
2019,662315.285879,662915.996876
2020,687023.063463,686043.980408
2021,704867.569496,702747.52407
2022,718594.112599,715596.403809
2023,728202.69277,724590.619627
2024,735065.964322,731015.059497
2025,744674.544493,740009.275315
2026,755655.778975,750288.379107
2027,765264.359147,759282.594925
2028,772127.630698,765707.034795
2029,783108.86518,775986.138587
2030,789972.136731,782410.578457
2031,800953.371213,792689.682249
