year,Base case cost,Modeled water and wastewater efficiency
2017,20474.4611782,17562.6600333
2018,21899.208473,18428.8218927
2019,23877.0350015,19628.1453004
2020,24688.4142698,20158.5120182
2021,25243.4642998,20538.3214866
2022,25644.8274306,20827.7783567
2023,25889.1952445,21026.1887524
2024,26027.8790798,21163.7336337
2025,26267.1052299,21362.1700316
2026,26549.3960125,21590.4434764
2027,26759.0213491,21786.1079057
2028,26849.5197039,21919.1795116
2029,27121.5657749,22147.4662213
2030,27237.4380479,22284.1417115
2031,27504.418255,22512.5938588
