year,Base case diesel consumed,Modeled diesel efficiency
2019,129378.705414,117617.004922
2020,130044.081613,118221.892376
2021,130635.527124,118759.570113
2022,131153.041946,119230.038132
2023,131744.487456,119767.715869
2024,132262.002278,120238.183889
2025,132779.517099,120708.651909
2026,133370.96261,121246.329645
2027,134036.338809,121851.217099
2028,134701.715008,122456.104553
2029,135293.160519,122993.78229
2030,135884.606029,123531.460027
2031,136476.05154,124069.137763
2032,137067.49705,124606.8155
2033,137585.011872,125077.28352
2034,138176.457382,125614.961257
2035,138989.694959,126354.268145
2036,139581.14047,126891.945882
2037,140172.58598,127429.623618
2038,140764.031491,127967.301355
