year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,78486.612415,64732.1731871
2018,78486.612415,64732.1731871
2019,78486.612415,64732.1731871
2020,78486.612415,64732.1731871
2021,78486.612415,64732.1731871
2022,78486.612415,64732.1731871
2023,78486.612415,64732.1731871
2024,78486.612415,64732.1731871
2025,78486.612415,64732.1731871
2026,78486.612415,64732.1731871
2027,78486.612415,64732.1731871
2028,78486.612415,64732.1731871
2029,78486.612415,64732.1731871
2030,78486.612415,64732.1731871
2031,78486.612415,64732.1731871
