year,Base case cost,Modeled residential energy efficiency
2017,724522.45659,741017.409238
2018,732802.19706,746973.343474
2019,744286.998357,755234.800639
2020,749895.854805,759269.465766
2021,753635.092436,761959.242518
2022,756573.064861,764072.638537
2023,739317.764417,746217.646161
2024,740861.637433,747311.750228
2025,742920.134787,748770.555651
2026,745235.944311,750411.711752
2027,747294.441666,751870.517175
2028,748838.314682,752964.621242
2029,751154.124206,754605.777343
2030,732550.08951,735626.93519
2031,735025.448873,737352.67964
2032,737253.272301,738905.849644
2033,739728.631665,740631.594093
2034,742203.991028,742357.338543
2035,764277.044841,763905.661915
2036,766850.166534,765729.168694
