year,Base case cost,Modeled non-residential energy efficiency
2017,501717.791574,458893.463684
2018,515938.825977,473114.498087
2019,535664.776923,492840.449033
2020,545298.380873,502474.052983
2021,551720.783506,508896.455617
2022,556766.957004,513942.629114
2023,560436.901366,517612.573476
2024,563189.359638,520365.031748
2025,566859.304,524034.97611
2026,570987.991407,528163.663517
2027,574657.935769,531833.607879
2028,577410.39404,534586.06615
2029,581539.081448,538714.753558
2030,583832.796674,541008.468784
2031,588420.227126,545595.899236
