year,population
2003,3123.0
2004,3218.0
2005,3216.0
2006,3212.0
2007,3248.0
2008,3272.0
2009,3331.0
2010,3201.0
2011,3256.0
2012,3279.0
2013,3338.0
2014,3370.0
2015,3381.0
2016,3377.0
2017,3380.0
2018,3375.0
2019,3356.0
2020,3342.0
2021,3339.0
2022,3341.0
2023,3340.0
2024,3338.0
2025,3334.0
2026,3322.0
2027,3300.0
2028,3269.0
2029,3268.0
2030,3263.0
2031,3249.0
2032,3243.0
2033,3231.0
2034,3224.0
2035,3194.0
2036,3182.0
2037,3175.0
2038,3170.0
2039,3148.0
2040,3132.0
