year,annotation,diesel generation efficiency
2002,,14.4
2003,,14.44
2004,,14.43
2005,,14.7
2006,,14.41
2007,,15.1
2008,,14.75
2009,,14.84
2010,,14.48
2011,,15.0
2012,,14.48
2013,,13.86
2016,start of forecast,14.45
2017,,14.45
2018,,14.45
2019,,14.45
2020,,14.45
2021,,14.45
2022,,14.45
2023,,14.45
2024,,14.45
2025,,14.45
2026,,14.45
2027,,14.45
2028,,14.45
2029,,14.45
2030,,14.45
2031,,14.45
2032,,14.45
2033,,14.45
2034,,14.45
2035,,14.45
2036,,14.45
2037,,14.45
2038,,14.45
2039,,14.45
2040,,14.45
