year,Base case diesel consumed,Modeled non-residential energy efficiency
2017,1672991.49385,1238013.70545
2018,1672991.49385,1238013.70545
2019,1672991.49385,1238013.70545
2020,1672991.49385,1238013.70545
2021,1672991.49385,1238013.70545
2022,1672991.49385,1238013.70545
2023,1672991.49385,1238013.70545
2024,1672991.49385,1238013.70545
2025,1672991.49385,1238013.70545
2026,1672991.49385,1238013.70545
2027,1672991.49385,1238013.70545
2028,1672991.49385,1238013.70545
2029,1672991.49385,1238013.70545
2030,1672991.49385,1238013.70545
2031,1672991.49385,1238013.70545
